jd_utc,alt_m,lat_deg,lon_deg,wx_rad_s,wy_rad_s,wz_rad_s
2.45155e+06,245487,6.63826,140.054,0.000677164,-0.0610406,-0.0211209
2.45155e+06,245427,6.09788,140.501,0.000732627,-0.0610303,-0.0211045
2.45155e+06,245370,5.55717,140.947,0.00076473,-0.0610524,-0.0211036
2.45155e+06,245315,5.01618,141.392,0.000791121,-0.0611082,-0.0211221
2.45155e+06,245263,4.47491,141.837,0.000779476,-0.0611936,-0.0211362
2.45155e+06,245213,3.93342,142.281,0.000744479,-0.061247,-0.0211646
2.45155e+06,245166,3.39171,142.725,0.000752676,-0.0612557,-0.0211969
2.45155e+06,245121,2.84983,143.168,0.00072505,-0.0612571,-0.0212277
2.45155e+06,245079,2.3078,143.61,0.000721162,-0.0612763,-0.0212465
2.45155e+06,245040,1.76564,144.053,0.000725869,-0.0612909,-0.0212378
2.45155e+06,245003,1.22339,144.495,0.000762892,-0.0612652,-0.0212169
2.45155e+06,244969,0.681068,144.937,0.000786956,-0.0612571,-0.0211939
2.45155e+06,244937,0.138708,145.379,0.000827113,-0.0612902,-0.0211991
2.45155e+06,244908,-0.403663,145.821,0.000849946,-0.0613681,-0.0212174
2.45155e+06,244882,-0.946019,146.263,0.00082306,-0.0614638,-0.0212368
2.45155e+06,244858,-1.48833,146.705,0.000794064,-0.0614983,-0.0212655
2.45155e+06,244837,-2.03057,147.147,0.000778488,-0.0614989,-0.0212941
2.45155e+06,244819,-2.57271,147.59,0.000761738,-0.0615013,-0.0213263
2.45155e+06,244803,-3.11473,148.033,0.000761587,-0.0615267,-0.0213398
2.45155e+06,244790,-3.65659,148.476,0.000771973,-0.0615214,-0.0213315
2.45155e+06,244780,-4.19827,148.92,0.000817049,-0.0614928,-0.0213103
2.45155e+06,244772,-4.73973,149.364,0.00085062,-0.0614888,-0.0212918
2.45155e+06,244767,-5.28096,149.81,0.000895164,-0.0615395,-0.0213012
2.45155e+06,244764,-5.82192,150.255,0.000908821,-0.0616441,-0.0213135
2.45155e+06,244764,-6.36258,150.702,0.000866363,-0.0617308,-0.0213374
2.45155e+06,244766,-6.90291,151.149,0.000847947,-0.061747,-0.0213652
2.45155e+06,244771,-7.44289,151.596,0.00082578,-0.061746,-0.0213919
2.45155e+06,244779,-7.96923,152.035,0.000814201,-0.0617482,-0.0214204
2.45155e+06,244789,-8.50842,152,-0.0493808,-0.00477017
2,-,-0.0214298
2.45155e+06,244801,-9.04717,152.937,0.000834293,-0.0617518,-0.0214147
2.45155e+06,244816,-9.58545,153.39,0.00088905,-0.0617223,-0.0213924
2.45155e+06,244834,-10.1232,153.844,0.000912782,-0.0617272,-0.0213771
2.45155e+06,244854,-10.6605,154.299,0.00095432,-0.0617989,-0.0213925
2.45155e+06,244876,-11.1972,154.756,0.000953194,-0.0618907,-0.0214075
2.45155e+06,244901,-11.7332,155.214,0.000902242,-0.0619627,-0.0214363
2.45155e+06,244928,-12.2687,155.674,0.000889668,-0.0619672,-0.0214665
2.45155e+06,244957,-12.8035,156.136,0.000861359,-0.0619604,-0.0214972
2.45155e+06,244989,-13.3376,156.599,0.000854223,-0.0619639,-0.0215211
2.45155e+06,245022,-13.871,157.064,0.000856884,-0.0619751,-0.0215239
2.45155e+06,245058,-14.4036,157.531,0.000889963,-0.0619348,-0.0215061
2.45155e+06,245096,-14.9354,158.001,0.000944458,-0.0619108,-0.0214864
2.45155e+06,245137,-15.4664,158.472,0.000982324,-0.0619336,-0.0214819
2.45155e+06,245179,-15.9966,158.945,0.00100933,-0.062018,-0.021498
2.45155e+06,245223,-16.5258,159.421,0.000986084,-0.0620957,-0.0215145
2.45155e+06,245270,-17.0542,159.899,0.000942974,-0.0621356,-0.0215422
2.45155e+06,245318,-17.5815,160.38,0.000920228,-0.0621323,-0.0215701
2.45155e+06,245368,-18.1079,160.863,0.000896188,-0.0621208,-0.0216025
2.45155e+06,245420,-18.6332,161.348,0.000892121,-0.0621248,-0.0216192
2.45155e+06,245474,-19.1574,161.837,0.000899642,-0.0621145,-0.0216116
2.45155e+06,245530,-19.6805,162.328,0.000947456,-0.0620684,-0.0215923
2.45155e+06,245587,-20.2024,162.822,0.000981955,-0.0620521,-0.0215717
2.45155e+06,245646,-20.7231,163.32,0.00102028,-0.0620956,-0.0215745
2.45155e+06,245707,-21.2426,163.82,0.00103098,-0.0622113,-0.0215874
2.45155e+06,245769,-21.7608,164.323,0.000991123,-0.0622674,-0.0216145
2.45155e+06,245833,-22.2777,164.83,0.00096455,-0.0622777,-0.0216452
2.45155e+06,245898,-22.7932,165.339,0.000925208,-0.0622668,-0.0216733
2.45155e+06,245962,-23.2904,165.837,0.000905112,-0.0622508,-0.0217017
2.45155e+06,246030,-23.803,166.355,0.00090274,-0.0622534,-0.0217112
2.45155e+06,246099,-24.3142,166.876,0.000921066,-0.0622172,-0.0217007
2.45155e+06,246169,-24.8238,167.4,0.00097945,-0.062176,-0.0216833
2.45155e+06,246240,-25.3318,167.929,0.00102626,-0.062178,-0.0216735
2.45155e+06,246313,-25.8381,168.462,0.00105414,-0.0622386,-0.0216824
2.45155e+06,246386,-26.3427,168.999,0.00105048,-0.0623098,-0.0216949
2.45155e+06,246461,-26.8456,169.541,0.00101518,-0.0623407,-0.0217261
2.45155e+06,246536,-27.3466,170.086,0.000991981,-0.0623379,-0.0217558
2.45155e+06,246612,-27.8458,170.637,0.000950408,-0.0623181,-0.0217854
2.45155e+06,246689,-28.3431,171.192,0.000934493,-0.0622992,-0.021808
2.45155e+06,246767,-28.8384,171.751,0.000935049,-0.0622898,-0.0218093
2.45155e+06,246845,-29.3316,172.316,0.000965806,-0.0622418,-0.0217963
2.45155e+06,246924,-29.8227,172.886,0.00101591,-0.062212,-0.0217801
2.45155e+06,247004,-30.3117,173.461,0.00103756,-0.0622271,-0.0217751
2.45155e+06,247084,-30.7984,174.041,0.00105537,-0.0623025,-0.0217826
2.45155e+06,247164,-31.2828,174.626,0.00103762,-0.0623339,-0.0217976
2.45155e+06,247245,-31.7649,175.218,0.00101373,-0.0623402,-0.0218281
2.45155e+06,247325,-32.2446,175.814,0.000982076,-0.0623287,-0.0218561
2.45155e+06,247407,-32.7217,176.417,0.000950339,-0.0623046,-0.0218827
2.45155e+06,247488,-33.1963,177.026,0.00094026,-0.0622862,-0.0218972
2.45155e+06,247569,-33.6683,177.641,0.000945993,-0.0622663,-0.0218921
2.45155e+06,247650,-34.1375,178.262,0.000985535,-0.0622177,-0.0218766
2.45155e+06,247731,-34.6039,178.889,0.00102364,-0.0621985,-0.0218616
2.45155e+06,247812,-35.0675,179.523,0.00104853,-0.0622319,-0.0218627
2.45155e+06,247893,-35.5281,-179.836,0.00105674,-0.0622579,-0.021867
2.45155e+06,247973,-35.9856,-179.189,0.00103055,-0.0622684,-0.021891
2.45155e+06,248053,-36.4401,-178.534,0.00100811,-0.062266,-0.0219193
2.45155e+06,248133,-36.8913,-177.873,0.000972646,-0.0622479,-0.0219447
2.45155e+06,248212,-37.3392,-177.204,0.000949161,-0.0622188,-0.021969
2.45155e+06,248291,-37.7837,-176.527,0.000942887,-0.0621995,-0.0219773
2.45155e+06,248369,-38.2248,-175.843,0.000956777,-0.0621622,-0.0219706
2.45155e+06,248446,-38.6622,-175.151,0.000994365,-0.0621243,-0.0219577
2.45155e+06,248523,-39.096,-174.452,0.00102668,-0.0621208,-0.021949
2.45155e+06,248598,-39.526,-173.744,0.00104774,-0.0621689,-0.021951
2.45155e+06,248673,-39.9521,-173.028,0.00104447,-0.0622078,-0.0219593
2.45155e+06,248747,-40.3742,-172.303,0.00102449,-0.0622029,-0.0219859
2.45155e+06,248820,-40.7922,-171.571,0.00100988,-0.0621938,-0.0220139
2.45155e+06,248892,-41.206,-170.829,0.00097514,-0.0621696,-0.0220373
2.45155e+06,248963,-41.6154,-170.079,0.000955961,-0.0621376,-0.0220562
2.45155e+06,249032,-42.0204,-169.319,0.000952949,-0.0621154,-0.022059
2.45155e+06,249100,-42.4209,-168.551,0.000970836,-0.0620745,-0.0220496
2.45155e+06,249167,-42.8166,-167.773,0.00100988,-0.062044,-0.0220388
2.45155e+06,249233,-43.2076,-166.986,0.00103132,-0.0620506,-0.0220336
2.45155e+06,249297,-43.5936,-166.19,0.00104395,-0.0621061,-0.0220365
2.45155e+06,249359,-43.9745,-165.384,0.00103766,-0.0620976,-0.0220469
2.45155e+06,249420,-44.3503,-164.568,0.00101721,-0.0620908,-0.0220712
2.45155e+06,249480,-44.7207,-163.742,0.000988642,-0.0620757,-0.0220936
2.45155e+06,249537,-45.0857,-162.906,0.000956142,-0.0620455,-0.0221161
2.45155e+06,249593,-45.445,-162.06,0.000939305,-0.0620104,-0.0221304
2.45155e+06,249647,-45.7986,-161.204,0.000938288,-0.0619865,-0.0221297
2.45155e+06,249700,-46.1464,-160.338,0.000958512,-0.0619497,-0.0221204
2.45155e+06,249750,-46.488,-159.461,0.000981709,-0.0619302,-0.0221117
2.45155e+06,249799,-46.8235,-158.574,0.000997319,-0.0619427,-0.0221081
2.45155e+06,249845,-47.1527,-157.677,0.00100501,-0.061954,-0.0221091
2.45155e+06,249890,-47.4754,-156.769,0.00100036,-0.0619346,-0.022121
2.45155e+06,249932,-47.7915,-155.85,0.000980883,-0.0619282,-0.022142
2.45155e+06,249972,-48.1008,-154.921,0.000949967,-0.061911,-0.0221606
2.45155e+06,250010,-48.4031,-153.981,0.000925151,-0.0618809,-0.0221791
2.45155e+06,250046,-48.6984,-153.031,0.000912289,-0.0618469,-0.0221898
2.45155e+06,250080,-48.9864,-152.07,0.00091439,-0.0618175,-0.0221884
2.45155e+06,250111,-49.267,-151.099,0.00093355,-0.0617865,-0.0221802
2.45155e+06,250140,-49.54,-150.117,0.000952743,-0.0617712,-0.0221724
2.45155e+06,250167,-49.8053,-149.125,0.000968461,-0.0617909,-0.022171
2.45155e+06,250191,-50.0627,-148.122,0.000972191,-0.0618058,-0.0221732
2.45155e+06,250212,-50.3121,-147.11,0.000961629,-0.061794,-0.0221872
2.45155e+06,250232,-50.5533,-146.087,0.000940896,-0.0617841,-0.0222076
2.45155e+06,250248,-50.7862,-145.054,0.000913739,-0.061765,-0.0222243
2.45155e+06,250262,-51.0106,-144.012,0.000890843,-0.0617338,-0.0222406
2.45155e+06,250274,-51.2263,-142.96,0.000879308,-0.061701,-0.0222486
2.45155e+06,250283,-51.4332,-141.899,0.000882508,-0.0616805,-0.0222464
2.45155e+06,250289,-51.6312,-140.829,0.000898461,-0.0616544,-0.0222389
2.45155e+06,250292,-51.8202,-139.75,0.000911531,-0.0616433,-0.0222327
2.45155e+06,250293,-51.9999,-138.663,0.00092362,-0.0616647,-0.0222322
2.45155e+06,250291,-52.1703,-137.567,0.000924427,-0.0616827,-0.0222349
2.45155e+06,250287,-52.3311,-136.464,0.000912367,-0.0616713,-0.0222491
2.45155e+06,250280,-52.4824,-135.353,0.00089255,-0.0616606,-0.0222675
2.45155e+06,250269,-52.624,-134.235,0.000861082,-0.0616388,-0.0222838
2.45155e+06,250256,-52.7558,-133.11,0.00083774,-0.0616058,-0.0222991
2.45155e+06,250241,-52.8776,-131.979,0.000827559,-0.0615719,-0.022306
2.45155e+06,250222,-52.9894,-130.842,0.000830552,-0.0615534,-0.0223032
2.45155e+06,250201,-53.091,-129.699,0.000845507,-0.0615311,-0.0222968
2.45155e+06,250177,-53.1825,-128.552,0.000856863,-0.0615231,-0.0222919
2.45155e+06,250149,-53.2636,-127.4,0.000868638,-0.0615463,-0.0222915
2.45155e+06,250119,-53.3344,-126.244,0.000868841,-0.0615657,-0.0222937
2.45155e+06,250087,-53.3948,-125.085,0.000859136,-0.0615523,-0.022308
2.45155e+06,250051,-53.4447,-123.923,0.000848491,-0.0615389,-0.022328
2.45155e+06,250012,-53.4841,-122.759,0.000819555,-0.0615175,-0.0223432
2.45155e+06,249971,-53.513,-121.592,0.000797478,-0.0614854,-0.0223573
2.45155e+06,249927,-53.5313,-120.425,0.000787996,-0.0614532,-0.0223633,257737,11.1504,79.71,-0.012,-119.256,0.000791591,-0.0614348,-0.0223605
2.45155e+06,249830,-53.536,-118.088,0.000805705,-0.0614142,-0.0223544
2.45155e+06,249777,-53.5225,-116.92,0.000818474,-0.0614068,-0.0223495
2.45155e+06,249721,-53.4984,-115.753,0.000829583,-0.0614326,-0.0223498
2.45155e+06,249663,-53.4637,-114.588,0.00083021,-0.0614182,-0.0223518
2.45155e+06,249601,-53.4185,-113.424,0.000819993,-0.0614056,-0.0223665
2.45155e+06,249537,-53.3628,-112.263,0.00081122,-0.0613924,-0.0223862
2.45155e+06,249470,-53.2967,-111.106,0.000783552,-0.0613711,-0.0224016
2.45155e+06,249401,-53.2202,-109.952,0.000762789,-0.0613389,-0.0224159
2.45155e+06,249328,-53.1333,-108.802,0.000754546,-0.0613105,-0.0224213
2.45155e+06,249253,-53.0362,-107.657,0.000758485,-0.0612915,-0.0224177
2.45155e+06,249175,-52.9289,-106.517,0.000774257,-0.0612686,-0.0224109
2.45155e+06,249094,-52.8115,-105.383,0.000786904,-0.0612621,-0.0224061
2.45155e+06,249011,-52.6841,-104.255,0.000798213,-0.0612899,-0.0224066
2.45155e+06,248925,-52.5469,-103.134,0.000799278,-0.0612742,-0.022409
2.45155e+06,248837,-52.3998,-102.019,0.000785736,-0.0612636,-0.0224247
2.45155e+06,248746,-52.2431,-100.912,0.00077751,-0.0612512,-0.0224443
2.45155e+06,248652,-52.0769,-99.812,0.000751311,-0.0612303,-0.0224602
2.45155e+06,248556,-51.9012,-98.7204,0.000731969,-0.0611994,-0.0224746
2.45155e+06,248458,-51.7163,-97.6371,0.000725053,-0.0611731,-0.0224797
2.45155e+06,248357,-51.5222,-96.5625,0.000731203,-0.0611544,-0.0224755
2.45155e+06,248253,-51.319,-95.4968,0.00075329,-0.0611281,-0.0224676
2.45155e+06,248148,-51.1071,-94.4402,0.000768085,-0.0611238,-0.0224625
2.45155e+06,248040,-50.8863,-93.3931,0.000780092,-0.0611561,-0.0224634
2.45155e+06,247929,-50.6571,-92.3555,0.000782379,-0.0611381,-0.0224656
2.45155e+06,247817,-50.4193,-91.3277,0.000767721,-0.0611305,-0.0224821
2.45155e+06,247702,-50.1733,-90.3099,0.000745831,-0.0611222,-0.0224978
2.45155e+06,247585,-49.9192,-89.3022,0.000720459,-0.0611011,-0.0225152
2.45155e+06,247466,-49.6571,-88.3048,0.000702638,-0.061071,-0.0225305
2.45155e+06,247345,-49.3873,-87.3176,0.000697625,-0.0610432,-0.0225351
2.45155e+06,247222,-49.1097,-86.3409,0.000708092,-0.0610126,-0.0225289
2.45155e+06,247097,-48.8247,-85.3746,0.000734148,-0.0609855,-0.0225199
2.45155e+06,246970,-48.5323,-84.4189,0.00075052,-0.0609836,-0.0225141
2.45155e+06,246841,-48.2327,-83.4737,0.00076431,-0.0610239,-0.0225158
2.45155e+06,246711,-47.9261,-82.5391,0.000764692,-0.0610048,-0.0225212
2.45155e+06,246579,-47.6127,-81.6151,0.000750717,-0.0609978,-0.0225414
2.45155e+06,246445,-47.2925,-80.7016,0.000723377,-0.0609882,-0.0225601
2.45155e+06,246310,-46.9657,-79.7987,0.00069265,-0.0609644,-0.0225804
2.45155e+06,246173,-46.6325,-78.9063,0.00067629,-0.0609357,-0.0225961
2.45155e+06,246034,-46.2931,-78.0242,0.000673567,-0.0609159,-0.0225984
2.45155e+06,245895,-45.9476,-77.1526,0.000687654,-0.0608819,-0.0225907
2.45155e+06,245753,-45.596,-76.2913,0.000723184,-0.060854,-0.0225812
2.45155e+06,245611,-45.2387,-75.4402,0.00074118,-0.0608591,-0.022577
2.45155e+06,245467,-44.8756,-74.5992,0.000754577,-0.0609074,-0.0225794
2.45155e+06,245322,-44.507,-73.7683,0.000750844,-0.0608969,-0.0225876
2.45155e+06,245176,-44.133,-72.9473,0.0007281,-0.0608954,-0.0226104
2.45155e+06,245030,-43.7538,-72.136,0.000704123,-0.0608847,-0.0226315
2.45155e+06,244882,-43.3694,-71.3345,0.000673911,-0.0608599,-0.0226551
2.45155e+06,244733,-42.9799,-70.5426,0.000658803,-0.0608334,-0.022671
2.45155e+06,244583,-42.5856,-69.76,0.0006584,-0.0608158,-0.0226708
2.45155e+06,244433,-42.1866,-68.9868,0.000683948,-0.0607718,-0.0226606
2.45155e+06,244282,-41.7828,-68.2228,0.000723526,-0.0607457,-0.0226485
2.45155e+06,244131,-41.3746,-67.4677,0.000744555,-0.0607566,-0.0226428
2.45155e+06,243979,-40.962,-66.7216,0.000757131,-0.0608027,-0.0226469
2.45155e+06,243826,-40.5451,-65.9842,0.00074696,-0.0607927,-0.0226614
2.45155e+06,243673,-40.124,-65.2553,0.000728024,-0.0607921,-0.0226871
2.45155e+06,243520,-39.6989,-64.5349,0.000698961,-0.0607797,-0.022712
2.45155e+06,243367,-39.2698,-63.8228,0.000668931,-0.0607558,-0.0227371
2.45155e+06,243213,-38.8369,-63.1188,0.000657306,-0.0607354,-0.022752
2.45155e+06,243060,-38.4002,-62.4228,0.000661711,-0.0607152,-0.0227505
2.45155e+06,242906,-37.9598,-61.7347,0.000696123,-0.0606676,-0.0227363
2.45155e+06,242753,-37.516,-61.0542,0.000751171,-0.0606454,-0.0227223
2.45155e+06,242599,-37.0686,-60.3812,0.000777856,-0.0606709,-0.0227215
2.45155e+06,242446,-36.6179,-59.7174,0.000788865,-0.0607691,-0.0227283
2.45155e+06,242300,-36.1836,-59.0855,0.000771772,-0.0607784,-0.0227479
2.45155e+06,242148,-35.7266,-58.4339,0.000744755,-0.0607847,-0.0227755
2.45155e+06,241996,-35.2665,-57.7892,0.000714501,-0.0607711,-0.0228045
2.45155e+06,241844,-34.8034,-57.1513,0.000683612,-0.0607469,-0.0228336
2.45155e+06,241694,-34.3374,-56.52,0.000676445,-0.0607352,-0.0228486
2.45155e+06,241544,-33.8685,-55.8952,0.000682328,-0.0607158,-0.0228404
2.45155e+06,241394,-33.3968,-55.2767,0.000727482,-0.0606667,-0.0228223
2.45155e+06,241246,-32.9225,-54.6644,0.000774151,-0.0606497,-0.0228068
2.45155e+06,241099,-32.4455,-54.0582,0.000801832,-0.0606849,-0.0228089
2.45155e+06,240952,-31.9659,-53.4578,0.000810941,-0.060729,-0.0228152
2.45155e+06,240807,-31.4839,-52.8633,0.000776846,-0.0607654,-0.0228417
2.45155e+06,240663,-30.9995,-52.2743,0.000750542,-0.0607718,-0.0228729
2.45155e+06,240520,-30.5128,-51.6937,0.000706333,-0.0607595,-0.0229008
2.45155e+06,240388,-30.0568,-51.1517,0.000683625,-0.0607416,-0.0229288
2.45155e+06,240247,-29.5658,-50.5785,0.000679977,-0.0607415,-0.022942
2.45155e+06,240109,-29.0725,-50.0104,0.000694818,-0.06071,-0.0229339
2.45155e+06,239971,-28.5772,-49.4472,0.000746649,-0.0606637,-0.022914
2.45155e+06,239836,-28.0799,-48.889,0.000789706,-0.0606538,-0.0228991
2.45155e+06,239702,-27.5805,-48.3354,0.000816683,-0.0606973,-0.0229048
2.45155e+06,239569,-27.0793,-47.7865,0.000822833,-0.0607662,-0.0229162
2.45155e+06,239439,-26.5762,-47.242,0.000781131,-0.0608178,-0.0229494
2.45155e+06,239310,-26.0713,-46.702,0.000756557,-0.0608254,-0.0229799
2.45155e+06,239184,-25.5647,-46.1661,0.000722428,-0.0608152,-0.0230088
2.45155e+06,239059,-25.0564,-45.6344,0.000704624,-0.060804,-0.0230397
2.45155e+06,238937,-24.5464,-45.1067,0.000705115,-0.0608174,-0.0230494
2.45155e+06,238817,-24.0348,-44.5829,0.000728256,-0.0607781,-0.023034
2.45155e+06,238699,-23.5217,-44.0629,0.000792045,-0.0607376,-0.0230114
2.45155e+06,238583,-23.0071,-43.5481,0.000818127,-0.0607412,-0.0229961
2.45155e+06,238474,-22.5098,-43.0524,0.000850553,-0.060807,-0.0230069
2.45155e+06,238363,-21.9924,-42.543,0.000845349,-0.0608987,-0.0230242
2.45155e+06,238254,-21.4736,-42.037,0.000792048,-0.0609681,-0.0230563
2.45155e+06,238148,-20.9535,-41.5342,0.000774687,-0.0609716,-0.023089
2.45155e+06,238045,-20.4322,-41.0346,0.000740716,-0.0609625,-0.0231225
2.45155e+06,237944,-19.9096,-40.538,0.000731802,-0.0609642,-0.0231498
2.45155e+06,237847,-19.3858,-40.0445,0.000733344,-0.0609817,-0.0231518
2.45155e+06,237751,-18.8608,-39.5538,0.000768383,-0.0609374,-0.0231328
2.45155e+06,237659,-18.3347,-39.0658,0.000831388,-0.0609098,-0.0231115
2.45155e+06,237570,-17.8076,-38.5806,0.000867278,-0.0609263,-0.0231023
2.45155e+06,237483,-17.2794,-38.0979,0.000902766,-0.0610191,-0.02312
2.45155e+06,237400,-16.7503,-37.6178,0.000885785,-0.0610958,-0.0231331
2.45155e+06,237320,-16.2202,-37.14,0.000839477,-0.0611493,-0.0231664
2.45155e+06,237243,-15.6891,-36.6646,0.000816507,-0.0611508,-0.0231952
2.45155e+06,237168,-15.1572,-36.1914,0.000794465,-0.0611471,-0.0232303
2.45155e+06,237098,-14.6244,-35.7203,0.000792065,-0.0611638,-0.0232511
2.45155e+06,237030,-14.0908,-35.2513,0.000796896,-0.0611745,-0.0232429
2.45155e+06,236966,-13.5564,-34.7843,0.000842421,-0.0611349,-0.0232202
2.45155e+06,236905,-13.0213,-34.3192,0.000882352,-0.0611204,-0.0231948
2.45155e+06,236847,-12.4855,-33.8558,0.000927084,-0.0611617,-0.0231999
2.45155e+06,236793,-11.949,-33.3942,0.00095305,-0.0612617,-0.0232177
2.45155e+06,236742,-11.4118,-32.9343,0.000913116,-0.061364,-0.023242
2.45155e+06,236695,-10.8741,-32.4759,0.000881921,-0.0613955,-0.023273
2.45155e+06,236651,-10.3357,-32.019,0.000874725,-0.0613948,-0.0233074
2.45155e+06,236611,-9.79,285029,79.4,0.00122103,-0.0613968,-0.0233414
2.45155e+06,236574,-9.25737,-31.1093,0.000857141,-0.0614272,-0.023353
2.45155e+06,236541,-8.71745,-30.6564,0.000871747,-0.0614148,-0.0233393
2.45155e+06,236512,-8.17707,-30.2046,0.000925975,-0.0613861,-0.0233183
2.45155e+06,236486,-7.63626,-29.754,0.000969995,-0.0613896,-0.0233026
2.45155e+06,236464,-7.09506,-29.3044,0.00101562,-0.0614527,-0.0233147
2.45155e+06,236445,-6.55349,-28.8557,0.00102274,-0.0615303,-0.0233284
2.45155e+06,236431,-6.01157,-28.4079,0.000977078,-0.0616189,-0.0233587
2.45155e+06,236420,-5.46935,-27.9609,0.00097391,-0.0616291,-0.0233906
2.45155e+06,236412,-4.92684,-27.5146,0.000949416,-0.0616295,-0.0234232
2.45155e+06,236409,-4.38408,-27.069,0.000940641,-0.061642,-0.0234505
2.45155e+06,236409,-3.8411,-26.624,0.000942116,-0.0616673,-0.0234542
2.45155e+06,236413,-3.29792,-26.1795,0.000971331,-0.0616423,-0.0234344
2.45155e+06,236421,-2.75458,-25.7354,0.00101706,-0.0616267,-0.023411
2.45155e+06,236433,-2.21109,-25.2917,0.00105171,-0.0616501,-0.0234071
2.45155e+06,236449,-1.6675,-24.8483,0.0010803,-0.0617127,-0.023426
2.45155e+06,236468,-1.12383,-24.4051,0.00106603,-0.0618073,-0.0234395
2.45155e+06,236491,-0.580099,-23.962,0.00102641,-0.0618627,-0.0234671
2.45155e+06,236518,-0.036347,-23.519,0.000995882,-0.061871,-0.0234937
2.45155e+06,236549,0.507403,-23.0761,0.000966716,-0.0618739,-0.0235265
2.45155e+06,236583,1.05112,-22.6331,0.000963858,-0.0619019,-0.0235436
2.45155e+06,236622,1.59478,-22.1899,0.000973392,-0.0619052,-0.023535
2.45155e+06,236664,2.13835,-21.7465,0.00101932,-0.0618812,-0.0235115
2.45155e+06,236710,2.68181,-21.3029,0.00104307,-0.0618793,-0.0234908
2.45155e+06,236759,3.22512,-20.8589,0.001081,-0.0619168,-0.0235018
2.45155e+06,236813,3.76826,-20.4145,0.00109625,-0.0619853,-0.0235161
2.45155e+06,236870,4.3112,-19.9696,0.00106572,-0.0620743,-0.0235391
2.45155e+06,236931,4.85391,-19.5241,0.0010356,-0.0621047,-0.0235628
2.45155e+06,236995,5.39636,-19.078,0.00101657,-0.0621113,-0.0235929
2.45155e+06,237063,5.93852,-18.6312,0.00100513,-0.0621268,-0.0236194
2.45155e+06,237135,6.48037,-18.1836,0.00100858,-0.0621676,-0.0236235
2.45155e+06,237211,7.02187,-17.7351,0.00103436,-0.0621496,-0.0236082
2.45155e+06,237290,7.563,-17.2857,0.00108345,-0.0621368,-0.0235853
2.45155e+06,237372,8.10372,-16.8353,0.00110612,-0.0621517,-0.0235788
2.45155e+06,237459,8.64401,-16.3839,0.00113542,-0.0622002,-0.0235972
2.45155e+06,237548,9.18384,-15.9312,0.00113159,-0.0622797,-0.0236122
2.45155e+06,237642,9.72317,-15.4774,0.00109115,-0.0623505,-0.0236345
2.45155e+06,237738,10.262,-15.0222,0.00106376,-0.0623674,-0.0236556
2.45155e+06,237838,10.8002,-14.5656,0.00102913,-0.0623727,-0.0236815
2.45155e+06,237941,11.3379,-14.1076,0.00102756,-0.0624107,-0.023698
2.45155e+06,238048,11.8749,-13.648,0.00103707,-0.0624183,-0.0236911
2.45155e+06,238158,12.4113,-13.1868,0.00108363,-0.0623976,-0.0236718
2.45155e+06,238271,12.947,-12.7239,0.00111326,-0.0623975,-0.0236527
2.45155e+06,238387,13.482,-12.2592,0.00115692,-0.0624347,-0.0236619
2.45155e+06,238507,14.0162,-11.7926,0.0011739,-0.0624908,-0.0236791
2.45155e+06,238630,14.5497,-11.3241,0.00114771,-0.0625893,-0.0236961
2.45155e+06,238755,15.0823,-10.8535,0.00110821,-0.0626344,-0.0237156
2.45155e+06,238884,15.6141,-10.3808,0.0010797,-0.0626432,-0.0237386
2.45155e+06,239015,16.145,-9.90593,0.001062,-0.0626558,-0.0237597
2.45155e+06,239150,16.675,-9.42874,0.00106313,-0.0626864,-0.0237643
2.45155e+06,239287,17.204,-8.94917,0.00109232,-0.0626694,-0.0237495
2.45155e+06,239427,17.732,-8.46712,0.00113999,-0.062661,-0.0237297
2.45155e+06,239569,18.259,-7.9825,0.00117337,-0.0626806,-0.0237235
2.45155e+06,239715,18.7849,-7.49523,0.00121346,-0.0627386,-0.0237401
2.45155e+06,239863,19.3097,-7.00521,0.00121274,-0.062827,-0.0237512
2.45155e+06,240013,19.8333,-6.51234,0.00117199,-0.0629042,-0.023769
2.45155e+06,240166,20.3558,-6.01653,0.00114168,-0.0629248,-0.0237849
2.45155e+06,240321,20.877,-5.51768,0.00110787,-0.0629313,-0.0238054
2.45155e+06,240479,21.3969,-5.01568,0.00110243,-0.0629578,-0.0238176
2.45155e+06,240639,21.9156,-4.51045,0.00111383,-0.0629599,-0.0238114
2.45155e+06,240801,22.4328,-4.00188,0.00116158,-0.062945,-0.0237952
2.45155e+06,240965,22.9487,-3.48986,0.00120379,-0.0629518,-0.0237826
2.45155e+06,241131,23.4631,-2.97429,0.00125323,-0.0629957,-0.023793
2.45155e+06,241299,23.976,-2.45507,0.00127415,-0.063062,-0.0238076
2.45155e+06,241469,24.4873,-1.93207,0.00125212,-0.0631515,-0.0238215
2.45155e+06,241641,24.9971,-1.40521,0.00121289,-0.0631947,-0.0238341
2.45155e+06,241815,25.5052,-0.874351,0.00118745,-0.0632054,-0.0238522
2.45155e+06,241990,26.0116,-0.339394,0.00117308,-0.0632196,-0.0238675
2.45155e+06,242167,26.5163,0.19978,0.00117511,-0.063243,-0.0238693
2.45155e+06,242345,27.0192,0.743287,0.00120831,-0.0632295,-0.0238556
2.45155e+06,242525,27.5202,1.29125,0.00123883,-0.0632319,-0.0238347
2.45155e+06,242706,28.0193,1.84378,0.00128976,-0.0632591,-0.0238379
